"report_year","emission","primary_anzsic_class_code","primary_anzsic_class_name","substance_id","air_total_emission_kg"
"1999/2000","NMVOC",1182,"Confectionery Manufacturing",85,556
"1999/2000","NMVOC",1192,"Prepared Animal and Bird Feed Manufacturing",85,137.22
"1999/2000","NMVOC",1199,"Other Food Product Manufacturing n.e.c.",85,18797.414
"1999/2000","NMVOC",1212,"Beer Manufacturing",85,20819
"1999/2000","NMVOC",1213,"Spirit Manufacturing",85,657.43
"1999/2000","NMVOC",1311,"Wool Scouring",85,136
"1999/2000","NMVOC",1333,"Cut and Sewn Textile Product Manufacturing",85,60
"1999/2000","NMVOC",1334,"Textile Finishing and Other Textile Product Manufacturing",85,35557
"1999/2000","NMVOC",1411,"Log Sawmilling",85,170484.3
"1999/2000","NMVOC",1413,"Timber Resawing and Dressing",85,4956.78
"1999/2000","NMVOC",1493,"Veneer and Plywood Manufacturing",85,3485
"1999/2000","NMVOC",1494,"Reconstituted Wood Product Manufacturing",85,469424
"1999/2000","NMVOC",1510,"Pulp, Paper and Paperboard Manufacturing",85,8645
"1999/2000","NMVOC",1521,"Corrugated Paperboard and Paperboard Container Manufacturing",85,758
"1999/2000","NMVOC",1529,"Other Converted Paper Product Manufacturing",85,19500
"1999/2000","NMVOC",1611,"Printing",85,246774
"1999/2000","NMVOC",1701,"Petroleum Refining and Petroleum Fuel Manufacturing",85,4576714
"1999/2000","NMVOC",1709,"Other Petroleum and Coal Product Manufacturing",85,34497
"1999/2000","NMVOC",1812,"Basic Organic Chemical Manufacturing",85,574021
"1999/2000","NMVOC",1813,"Basic Inorganic Chemical Manufacturing",85,235620.69
"1999/2000","NMVOC",1821,"Synthetic Resin and Synthetic Rubber Manufacturing",85,1094570
"1999/2000","NMVOC",1831,"Fertiliser Manufacturing",85,107143
"1999/2000","NMVOC",1841,"Human Pharmaceutical and Medicinal Product Manufacturing",85,233813.6
"1999/2000","NMVOC",1892,"Explosive Manufacturing",85,502810
"1999/2000","NMVOC",1899,"Other Basic Chemical Product Manufacturing n.e.c.",85,24
"1999/2000","NMVOC",1911,"Polymer Film and Sheet Packaging Material Manufacturing",85,241000
"1999/2000","NMVOC",1912,"Rigid and Semi-Rigid Polymer Product Manufacturing",85,169554
"1999/2000","NMVOC",1913,"Polymer Foam Product Manufacturing",85,167000
"1999/2000","NMVOC",1914,"Tyre Manufacturing",85,115586
"1999/2000","NMVOC",1916,"Paint and Coatings Manufacturing",85,1090
"1999/2000","NMVOC",1919,"Other Polymer Product Manufacturing",85,10900
"1999/2000","NMVOC",1920,"Natural Rubber Product Manufacturing",85,7930
"1999/2000","NMVOC",2021,"Clay Brick Manufacturing",85,109666.6
"1999/2000","NMVOC",2029,"Other Ceramic Product Manufacturing",85,2919.98
"1999/2000","NMVOC",2031,"Cement and Lime Manufacturing",85,28451.9
"1999/2000","NMVOC",2034,"Concrete Product Manufacturing",85,120
"1999/2000","NMVOC",2121,"Iron and Steel Casting",85,193
"1999/2000","NMVOC",2133,"Copper, Silver, Lead and Zinc Smelting and Refining",85,52946.47741
"1999/2000","NMVOC",2139,"Other Basic Non-Ferrous Metal Manufacturing",85,3580
"1999/2000","NMVOC",2141,"Non-Ferrous Metal Casting",85,926
"1999/2000","NMVOC",2142,"Aluminium Rolling, Drawing, Extruding",85,190
"1999/2000","NMVOC",2239,"Other Metal Container Manufacturing",85,383100
"1999/2000","NMVOC",2291,"Spring and Wire Product Manufacturing",85,14600
"1999/2000","NMVOC",2293,"Metal Coating and Finishing",85,1298.457962413
"1999/2000","NMVOC",2311,"Motor Vehicle Manufacturing",85,490720
"1999/2000","NMVOC",2319,"Other Motor Vehicle Parts Manufacturing",85,121781.78
"1999/2000","NMVOC",2611,"Fossil Fuel Electricity Generation",85,874199.720463255
"1999/2000","NMVOC",2619,"Other Electricity Generation",85,12373
"1999/2000","NMVOC",2700,"Gas Supply",85,12069.6037281
"1999/2000","NMVOC",2812,"Sewerage and Drainage Services",85,436.8
"1999/2000","NMVOC",2921,"Waste Treatment and Disposal Services",85,279426.515721087
"1999/2000","NMVOC",3321,"Petroleum Product Wholesaling",85,NA
"1999/2000","NMVOC",4400,"Accommodation",85,2237.83702374
"1999/2000","NMVOC",5212,"Port and Water Transport Terminal Operations",85,35598.799616
"1999/2000","NMVOC",5411,"Newspaper Publishing",85,33713
"1999/2000","NMVOC",7600,"Defence",85,18476
"1999/2000","NMVOC",8401,"Hospitals (Except Psychiatric Hospitals)",85,14483.970809027
"1999/2000","NMVOC",9531,"Laundry and Dry-Cleaning Services",85,1373.4
"1999/2000","NOx",143,"Beef Cattle Feedlots (Specialised)",69,105421
"1999/2000","NOx",171,"Poultry Farming (Meat)",69,2473
"1999/2000","NOx",600,"Coal Mining",69,16290428.02
"1999/2000","NOx",700,"Oil and Gas Extraction",69,42372385.532
"1999/2000","NOx",801,"Iron Ore Mining",69,7121616.3
"1999/2000","NOx",802,"Bauxite Mining",69,4481103
"1999/2000","NOx",803,"Copper Ore Mining",69,2301214.5
"1999/2000","NOx",804,"Gold Ore Mining",69,26694753.2977
"1999/2000","NOx",806,"Nickel Ore Mining",69,1322227.38
"1999/2000","NOx",807,"Silver-Lead-Zinc Ore Mining",69,1019532.33
"1999/2000","NOx",809,"Other Metal Ore Mining",69,3099468.56
"1999/2000","NOx",911,"Gravel and Sand Quarrying",69,152026
"1999/2000","NOx",919,"Other Construction Material Mining",69,401295.2
"1999/2000","NOx",990,"Other Non-Metallic Mineral Mining and Quarrying",69,2540211.8604
"1999/2000","NOx",1111,"Meat Processing",69,177786.436555
"1999/2000","NOx",1112,"Poultry Processing",69,15793.68
"1999/2000","NOx",1113,"Cured Meat and Smallgoods Manufacturing",69,4329.41
"1999/2000","NOx",1131,"Milk and Cream Processing",69,361936.7
"1999/2000","NOx",1132,"Ice Cream Manufacturing",69,2150.3
"1999/2000","NOx",1133,"Cheese and Other Dairy Product Manufacturing",69,111940.28
"1999/2000","NOx",1140,"Fruit and Vegetable Processing",69,203318.6853
"1999/2000","NOx",1150,"Oil and Fat Manufacturing",69,203350.3
"1999/2000","NOx",1161,"Grain Mill Product Manufacturing",69,185676.8
"1999/2000","NOx",1162,"Cereal, Pasta and Baking Mix Manufacturing",69,17169.7
"1999/2000","NOx",1171,"Bread Manufacturing (Factory based)",69,30695.86
"1999/2000","NOx",1172,"Cake and Pastry Manufacturing (Factory based)",69,2996
"1999/2000","NOx",1173,"Biscuit Manufacturing (Factory based)",69,2450
"1999/2000","NOx",1181,"Sugar Manufacturing",69,9106141.8
"1999/2000","NOx",1182,"Confectionery Manufacturing",69,13273
"1999/2000","NOx",1191,"Potato, Corn and Other Crisp Manufacturing",69,308.45
"1999/2000","NOx",1192,"Prepared Animal and Bird Feed Manufacturing",69,2949
"1999/2000","NOx",1199,"Other Food Product Manufacturing n.e.c.",69,124079
"1999/2000","NOx",1211,"Soft Drink, Cordial and Syrup Manufacturing",69,8400
"1999/2000","NOx",1212,"Beer Manufacturing",69,198228.75
"1999/2000","NOx",1213,"Spirit Manufacturing",69,8598.08
"1999/2000","NOx",1214,"Wine and Other Alcoholic Beverage Manufacturing",69,3426.6
"1999/2000","NOx",1220,"Cigarette and Tobacco Product Manufacturing",69,20864
"1999/2000","NOx",1311,"Wool Scouring",69,56706
"1999/2000","NOx",1312,"Natural Textile Manufacturing",69,10854.98
"1999/2000","NOx",1320,"Leather Tanning, Fur Dressing and Leather Product Manufacturing",69,4740.9
"1999/2000","NOx",1331,"Textile Floor Covering Manufacturing",69,15295
"1999/2000","NOx",1333,"Cut and Sewn Textile Product Manufacturing",69,25499
"1999/2000","NOx",1334,"Textile Finishing and Other Textile Product Manufacturing",69,97749
"1999/2000","NOx",1411,"Log Sawmilling",69,304220.145
"1999/2000","NOx",1413,"Timber Resawing and Dressing",69,6853
"1999/2000","NOx",1493,"Veneer and Plywood Manufacturing",69,49165
"1999/2000","NOx",1494,"Reconstituted Wood Product Manufacturing",69,491799.838
"1999/2000","NOx",1499,"Other Wood Product Manufacturing n.e.c.",69,31500
"1999/2000","NOx",1510,"Pulp, Paper and Paperboard Manufacturing",69,3264169.69
"1999/2000","NOx",1521,"Corrugated Paperboard and Paperboard Container Manufacturing",69,301890.15
"1999/2000","NOx",1529,"Other Converted Paper Product Manufacturing",69,6120
"1999/2000","NOx",1611,"Printing",69,17442
"1999/2000","NOx",1701,"Petroleum Refining and Petroleum Fuel Manufacturing",69,6829738
"1999/2000","NOx",1709,"Other Petroleum and Coal Product Manufacturing",69,93343.2884
"1999/2000","NOx",1812,"Basic Organic Chemical Manufacturing",69,1164407
"1999/2000","NOx",1813,"Basic Inorganic Chemical Manufacturing",69,131625.094
"1999/2000","NOx",1821,"Synthetic Resin and Synthetic Rubber Manufacturing",69,481271.5
"1999/2000","NOx",1831,"Fertiliser Manufacturing",69,1473384
"1999/2000","NOx",1832,"Pesticide Manufacturing",69,16079
"1999/2000","NOx",1841,"Human Pharmaceutical and Medicinal Product Manufacturing",69,48191
"1999/2000","NOx",1851,"Cleaning Compound Manufacturing",69,5474
"1999/2000","NOx",1892,"Explosive Manufacturing",69,544453
"1999/2000","NOx",1899,"Other Basic Chemical Product Manufacturing n.e.c.",69,8905
"1999/2000","NOx",1911,"Polymer Film and Sheet Packaging Material Manufacturing",69,4010
"1999/2000","NOx",1912,"Rigid and Semi-Rigid Polymer Product Manufacturing",69,5540
"1999/2000","NOx",1914,"Tyre Manufacturing",69,39860
"1999/2000","NOx",1916,"Paint and Coatings Manufacturing",69,2800
"1999/2000","NOx",1919,"Other Polymer Product Manufacturing",69,6390
"1999/2000","NOx",1920,"Natural Rubber Product Manufacturing",69,1880
"1999/2000","NOx",2010,"Glass and Glass Product Manufacturing",69,3521798
"1999/2000","NOx",2021,"Clay Brick Manufacturing",69,1034168.8
"1999/2000","NOx",2029,"Other Ceramic Product Manufacturing",69,45739.7
"1999/2000","NOx",2031,"Cement and Lime Manufacturing",69,18639661.7
"1999/2000","NOx",2032,"Plaster Product Manufacturing",69,2419
"1999/2000","NOx",2033,"Ready-Mixed Concrete Manufacturing",69,85586.114
"1999/2000","NOx",2034,"Concrete Product Manufacturing",69,12417
"1999/2000","NOx",2090,"Other Non-Metallic Mineral Product Manufacturing",69,1711328
"1999/2000","NOx",2110,"Iron Smelting and Steel Manufacturing",69,9307068.05
"1999/2000","NOx",2121,"Iron and Steel Casting",69,64430.1289
"1999/2000","NOx",2122,"Steel Pipe and Tube Manufacturing",69,23644.22
"1999/2000","NOx",2131,"Alumina Production",69,14794581
"1999/2000","NOx",2132,"Aluminium Smelting",69,641269
"1999/2000","NOx",2133,"Copper, Silver, Lead and Zinc Smelting and Refining",69,2606942.542
"1999/2000","NOx",2139,"Other Basic Non-Ferrous Metal Manufacturing",69,6498893.07
"1999/2000","NOx",2141,"Non-Ferrous Metal Casting",69,480
"1999/2000","NOx",2142,"Aluminium Rolling, Drawing, Extruding",69,25820
"1999/2000","NOx",2221,"Structural Steel Fabricating",69,2160
"1999/2000","NOx",2229,"Other Structural Metal Product Manufacturing",69,46328.76
"1999/2000","NOx",2239,"Other Metal Container Manufacturing",69,16464
"1999/2000","NOx",2291,"Spring and Wire Product Manufacturing",69,19445.81
"1999/2000","NOx",2293,"Metal Coating and Finishing",69,383964.50840752
"1999/2000","NOx",2299,"Other Fabricated Metal Product Manufacturing n.e.c.",69,1690
"1999/2000","NOx",2311,"Motor Vehicle Manufacturing",69,121912
"1999/2000","NOx",2319,"Other Motor Vehicle Parts Manufacturing",69,28799.136
"1999/2000","NOx",2393,"Railway Rolling Stock Manufacturing and Repair Services",69,109283.06
"1999/2000","NOx",2439,"Other Electrical Equipment Manufacturing",69,4019
"1999/2000","NOx",2441,"Whiteware Appliance Manufacturing",69,5120
"1999/2000","NOx",2611,"Fossil Fuel Electricity Generation",69,406666792.095796
"1999/2000","NOx",2619,"Other Electricity Generation",69,578611
"1999/2000","NOx",2700,"Gas Supply",69,56219.41113
"1999/2000","NOx",2812,"Sewerage and Drainage Services",69,278623
"1999/2000","NOx",2921,"Waste Treatment and Disposal Services",69,207384.8287595
"1999/2000","NOx",2922,"Waste Remediation and Materials Recovery Services",69,739000
"1999/2000","NOx",3321,"Petroleum Product Wholesaling",69,881842
"1999/2000","NOx",4400,"Accommodation",69,63720.47433
"1999/2000","NOx",5211,"Stevedoring Services",69,240000
"1999/2000","NOx",5212,"Port and Water Transport Terminal Operations",69,2971751.71056
"1999/2000","NOx",5220,"Airport Operations and Other Air Transport Support Services",69,2200
"1999/2000","NOx",7291,"Office Administrative Services",69,59300
"1999/2000","NOx",7600,"Defence",69,729389
"1999/2000","NOx",8401,"Hospitals (Except Psychiatric Hospitals)",69,403166.5039071
"1999/2000","NOx",9531,"Laundry and Dry-Cleaning Services",69,29308
"1999/2000","SO2",143,"Beef Cattle Feedlots (Specialised)",77,21797.98
"1999/2000","SO2",171,"Poultry Farming (Meat)",77,3.23
"1999/2000","SO2",600,"Coal Mining",77,745934.84
"1999/2000","SO2",700,"Oil and Gas Extraction",77,1669917.704
"1999/2000","SO2",801,"Iron Ore Mining",77,1206135.434
"1999/2000","SO2",802,"Bauxite Mining",77,28836708
"1999/2000","SO2",803,"Copper Ore Mining",77,2883627.6
"1999/2000","SO2",804,"Gold Ore Mining",77,25930797.39421
"1999/2000","SO2",806,"Nickel Ore Mining",77,822593.24
"1999/2000","SO2",807,"Silver-Lead-Zinc Ore Mining",77,223196.097
"1999/2000","SO2",809,"Other Metal Ore Mining",77,826144.981
"1999/2000","SO2",911,"Gravel and Sand Quarrying",77,9190
"1999/2000","SO2",919,"Other Construction Material Mining",77,28061.3
"1999/2000","SO2",990,"Other Non-Metallic Mineral Mining and Quarrying",77,133208.125385
"1999/2000","SO2",1111,"Meat Processing",77,325590.464
"1999/2000","SO2",1112,"Poultry Processing",77,27017.22
"1999/2000","SO2",1113,"Cured Meat and Smallgoods Manufacturing",77,20.719
"1999/2000","SO2",1131,"Milk and Cream Processing",77,290306.25
"1999/2000","SO2",1132,"Ice Cream Manufacturing",77,464.68
"1999/2000","SO2",1133,"Cheese and Other Dairy Product Manufacturing",77,116255.54
"1999/2000","SO2",1140,"Fruit and Vegetable Processing",77,516971.58
"1999/2000","SO2",1150,"Oil and Fat Manufacturing",77,243361.2
"1999/2000","SO2",1161,"Grain Mill Product Manufacturing",77,262180.005
"1999/2000","SO2",1162,"Cereal, Pasta and Baking Mix Manufacturing",77,167.1
"1999/2000","SO2",1171,"Bread Manufacturing (Factory based)",77,248.82
"1999/2000","SO2",1172,"Cake and Pastry Manufacturing (Factory based)",77,6.5149
"1999/2000","SO2",1173,"Biscuit Manufacturing (Factory based)",77,28
"1999/2000","SO2",1181,"Sugar Manufacturing",77,3577212.7
"1999/2000","SO2",1182,"Confectionery Manufacturing",77,46840.9
"1999/2000","SO2",1191,"Potato, Corn and Other Crisp Manufacturing",77,1.61
"1999/2000","SO2",1192,"Prepared Animal and Bird Feed Manufacturing",77,2.317
"1999/2000","SO2",1199,"Other Food Product Manufacturing n.e.c.",77,27046
"1999/2000","SO2",1211,"Soft Drink, Cordial and Syrup Manufacturing",77,13
"1999/2000","SO2",1212,"Beer Manufacturing",77,243289.59
"1999/2000","SO2",1213,"Spirit Manufacturing",77,96.06
"1999/2000","SO2",1214,"Wine and Other Alcoholic Beverage Manufacturing",77,6.2
"1999/2000","SO2",1220,"Cigarette and Tobacco Product Manufacturing",77,114.4
"1999/2000","SO2",1311,"Wool Scouring",77,18878
"1999/2000","SO2",1312,"Natural Textile Manufacturing",77,54.5061
"1999/2000","SO2",1320,"Leather Tanning, Fur Dressing and Leather Product Manufacturing",77,6266
"1999/2000","SO2",1331,"Textile Floor Covering Manufacturing",77,3652.8
"1999/2000","SO2",1333,"Cut and Sewn Textile Product Manufacturing",77,38247.92
"1999/2000","SO2",1334,"Textile Finishing and Other Textile Product Manufacturing",77,63543.6
"1999/2000","SO2",1411,"Log Sawmilling",77,24077.25
"1999/2000","SO2",1413,"Timber Resawing and Dressing",77,688.41
"1999/2000","SO2",1493,"Veneer and Plywood Manufacturing",77,941.01
"1999/2000","SO2",1494,"Reconstituted Wood Product Manufacturing",77,9872.334
"1999/2000","SO2",1499,"Other Wood Product Manufacturing n.e.c.",77,1750
"1999/2000","SO2",1510,"Pulp, Paper and Paperboard Manufacturing",77,3881077.7
"1999/2000","SO2",1521,"Corrugated Paperboard and Paperboard Container Manufacturing",77,425539.9554
"1999/2000","SO2",1529,"Other Converted Paper Product Manufacturing",77,41.6
"1999/2000","SO2",1611,"Printing",77,156.5125
"1999/2000","SO2",1701,"Petroleum Refining and Petroleum Fuel Manufacturing",77,14345024
"1999/2000","SO2",1709,"Other Petroleum and Coal Product Manufacturing",77,270830.4768
"1999/2000","SO2",1812,"Basic Organic Chemical Manufacturing",77,1128898.86
"1999/2000","SO2",1813,"Basic Inorganic Chemical Manufacturing",77,79462.044
"1999/2000","SO2",1821,"Synthetic Resin and Synthetic Rubber Manufacturing",77,150183.217
"1999/2000","SO2",1831,"Fertiliser Manufacturing",77,2050281
"1999/2000","SO2",1832,"Pesticide Manufacturing",77,517.7
"1999/2000","SO2",1841,"Human Pharmaceutical and Medicinal Product Manufacturing",77,1345.68
"1999/2000","SO2",1851,"Cleaning Compound Manufacturing",77,17.100008
"1999/2000","SO2",1892,"Explosive Manufacturing",77,4398.1
"1999/2000","SO2",1899,"Other Basic Chemical Product Manufacturing n.e.c.",77,70.6
"1999/2000","SO2",1911,"Polymer Film and Sheet Packaging Material Manufacturing",77,27.6
"1999/2000","SO2",1912,"Rigid and Semi-Rigid Polymer Product Manufacturing",77,64.5
"1999/2000","SO2",1914,"Tyre Manufacturing",77,9266.3
"1999/2000","SO2",1916,"Paint and Coatings Manufacturing",77,14
"1999/2000","SO2",1919,"Other Polymer Product Manufacturing",77,16.75
"1999/2000","SO2",1920,"Natural Rubber Product Manufacturing",77,497
"1999/2000","SO2",2010,"Glass and Glass Product Manufacturing",77,1609683.6
"1999/2000","SO2",2021,"Clay Brick Manufacturing",77,2048774.9
"1999/2000","SO2",2029,"Other Ceramic Product Manufacturing",77,87465.1
"1999/2000","SO2",2031,"Cement and Lime Manufacturing",77,608259
"1999/2000","SO2",2032,"Plaster Product Manufacturing",77,90
"1999/2000","SO2",2033,"Ready-Mixed Concrete Manufacturing",77,112141.355
"1999/2000","SO2",2034,"Concrete Product Manufacturing",77,20434
"1999/2000","SO2",2090,"Other Non-Metallic Mineral Product Manufacturing",77,17160
"1999/2000","SO2",2110,"Iron Smelting and Steel Manufacturing",77,7293929.36
"1999/2000","SO2",2121,"Iron and Steel Casting",77,1284.7
"1999/2000","SO2",2122,"Steel Pipe and Tube Manufacturing",77,880.11
"1999/2000","SO2",2131,"Alumina Production",77,16209139
"1999/2000","SO2",2132,"Aluminium Smelting",77,35662670
"1999/2000","SO2",2133,"Copper, Silver, Lead and Zinc Smelting and Refining",77,712854233.49901
"1999/2000","SO2",2139,"Other Basic Non-Ferrous Metal Manufacturing",77,162627592.45
"1999/2000","SO2",2141,"Non-Ferrous Metal Casting",77,325
"1999/2000","SO2",2142,"Aluminium Rolling, Drawing, Extruding",77,48.9
"1999/2000","SO2",2221,"Structural Steel Fabricating",77,30.5
"1999/2000","SO2",2229,"Other Structural Metal Product Manufacturing",77,673.44
"1999/2000","SO2",2239,"Other Metal Container Manufacturing",77,84.01
"1999/2000","SO2",2291,"Spring and Wire Product Manufacturing",77,338.64
"1999/2000","SO2",2293,"Metal Coating and Finishing",77,3091.7835064293
"1999/2000","SO2",2299,"Other Fabricated Metal Product Manufacturing n.e.c.",77,15.6
"1999/2000","SO2",2311,"Motor Vehicle Manufacturing",77,1186.4
"1999/2000","SO2",2319,"Other Motor Vehicle Parts Manufacturing",77,123.3
"1999/2000","SO2",2393,"Railway Rolling Stock Manufacturing and Repair Services",77,7618.81
"1999/2000","SO2",2439,"Other Electrical Equipment Manufacturing",77,160
